Slank;Formal
ajakin;mengajak
mntn;mantan
luhhh;lu
yooookkk;yuk
jrnk;jarang
jelas";jelas-jelas
kayax;kayak
dblkng;dibelakang
mirippp;mirip
iyap;iya
mayann;lumayan
autuhh;tau tuh
atutt;takut
ketara;tertara
giniii;begini
mbaaass;mbak
bund;bunda
bangeeettt;banget
almh;almarhumah
temenkuuh;temanku
suami'y;suaminya
bngeeeetttt;banget
entr;entar
kyax;kayak
cuantikkk;cantik
kaaaaaaaaaakkkkkkkkkkk;kak
kucing'y;kucingnya
nama'in;namai
panggilan'ya;panggilannya
panggilan'y;panggilannya
tips2;tips-tips
ngerrrriiii;ngeri
ngriii;mengiri
amatt;amat
cntikk;cantik
pkee;pakai
amiiiiinnn;amin
ssorg;seseorang
hdpn;hadapan
mnambh;menambah
ktaatan;ketaatan
stju;setuju
cantikkkkkk;cantik
dilepas2;dilepas-lepas
tehhh;teh
istiqomahhh;istikamah
tehhhh;teh
prodaknya;produknya
imutt;imut
amu;kamu
mauuuuuuu;mau
jilbb;jilbab
ndut;gendut
penasarn;penasaran
cuyy;cuy
astauviruloh;astagfirullah
paaak;pak
gawl;gaul
kecr;kece
iih;ih
laaaah;lah
aned;banget
gingsungny;gingsulnya
cariin;carikan
cuanti;cantik
mbanya;mbaknya
knlan;kenalan
mbaakk;mbak
mrka;mereka
nyusahhin;menyusahkan
byaran;bayaran
wlawpun;walaupun
bnggain;banggakan
malu2in;malu-malui
dibanggain;dibanggakan
wlau;walau
bangga"in;membangga-banggakan
krya;karya
bilang";bilang-bilang
tinggall;tinggal
dripda;daripada
bangga2in;membangga-banggakan
dibnggain;dibanggakan
karya2;karya-karya
drimana;darimana
ngepake';memakai
gksalah;enggak salah
nuntut;menuntut
ngebiarin;membiarkan
bhas;bahas
lagu'y;lagunya
mba";mbak-mbak
bukan'a;bukannya
tappi;tapi
kalli;kali
pacara;pacaran
ngerebut";merebut-rebut
lluu;lu
mbaa;mbak
ngerussak;merusak
bela"in;membela-bela
bellain;membela
kallo;kalo
dewassa;dewasa
comnet;komen
pikir";pikir-pikir
kaya'a;kayanya
kuyyy;yuk
sgtu'y;sebegitunya
ngebelain;membela
tpii;tapi
karya";karya-karya
do;di
cali;caci
penghrgaan;penghargaan
ajjh;saja
lbihh;lebih
drii;dari
artist";artis-artis
maki";maki-maki
sendirinnya;sendirinya
stidaknya;setidaknya
trbaikk;terbaik
punn;pun
mengikutii;mengikuti
atassan;atasan
klauu;kalau
jngnn;jangan
so;sok
sendirinyya;sendirinya
frestasiii;prestasi
see;sih
sibukx;sibuknya
in;ini
katanyaa;katanya
lawaaaas;lawas
kocaaaak;kocak
adenya;adeknya
pkoknyaa;pokoknya
dsana;disana
sichhhhhhhhhh;sih
nampak;menampak
tetehh;teteh
wooowww;wow
muga;moga
kenalin;mengenalkan
janka;jangka
wawwwww;wow
waaaww;wow
waaawwww;wow
cobaaa;coba
kageet;kaget
oplas;operasi plastik
nambahh;bertambah
paripurnahh;paripurna
wanitah;wanita
indonesiaah;indonesia
cumn;cuman
gegra;gegara
brita;berita
fotbar;foto bareng
wajarrr;wajar
bingiittt;banget
nampar;menampar
tukan;tukang
jatoh;jatuh
muka";muka-muka
cantik2nya;cantik-cantiknya
sdgkn;sedangkan
apa";apa-apa
mancungin;memancungkan
idung;hidung
kusem;kusam
kmar;kamar
diemm;diam
ketawain;mentertawakan
sikap";sikap-sikap
ngejatuhin;manjatuhkan
gedeg;gedek
muka2;muka-muka
eey;eh
kslahan;kesalahan
perhatiam;perhatian
sbnrny;sebenarnya
trjd;terjadi
mkir;memikir
hny;hanya
apalai;apalagi
bkal;bakal
nyadar;menyadari
berani2;berani-berani
lucuuuuu;lucu
pipi'y;pipinya
gemmeeezzz;gemas
sukam;suka
menghilangkn;menghilangkan
mnjdkan;menjadikan
keche;kece
badaii;badai
ktanya;katanya
santab;santap
salehah;salihah
subhannallah;subhanallah
konsul;konsultasi
pengalam;pengalaman
trun;turun
kuninggg;kuning
pinkkkk;pink
warnany;warnanya
senangat;semangat
msknya;masaknya
bagussss;bagus
sayangkuh;sayangku
gans;ganteng
ksyngn;kesayangan
orang";orang-orang
gokilll;gila
hancuuuuuy;hancur
mattihhh;mati
beudd;banget
termiribkan;termiripkan
dngerin;mendengarkan
brrti;berarti
wenakk;enak
nganteng;ganteng
abanggg;abang
seksii;seksi
gtuh;begitu
emeezzz;gemas
amohhh;kamu
maau;mau
eyke;aku
gilakkkkk;gila
awk;awak
duhhhhh;duh
wowww;wow
liaatt;lihat
iniiiii;ini
aloh;allah
ngettt;banget
maso;masa
pelastik;plastik
keak;kayak
pahamin;pahami
takuuuuut;takut
ahahahanjirrr;anjir
jogetin;berjoget
shaay;say
boker;berak
pacarnyaa;pacarnya
siapaa;siapa
matii;mati
ketawaa;ketawa
wanjiir;anjir
minta;meminta
uitnya;duitnya
beliiin;belikan
yaaah;ya
tgk;tengok
tanyain;tanyakan
jatuhnyaa;jatuhnya
tipu2nya;tipu-tipunya
doaang;doang
gituan;begituan
kaj;kak
wahhhhhh;wah
iiiiiiiii;ih
kaliiiiiii;kali
melebihin;melebihi
gakpapa;enggak apa-apa
kalogak;kalo enggak
sm2;sama-sama
kaaaaa;kak
aamiinnn;amin
skluarga;sekeluarga
suaminga;suaminya
berhijap;berhijab
smgaa;semoga
istiqamah;istikamah
cuaaantikk;cantik
muraaaaah;murah
baraang;barang
aamiiin;amin
bets;banget
alhamdulillaaaaah;alhamdulillah
sembuhin;menyembuhkan
pengrusak;perusak
ngoceh;mengoceh
aduhhh;aduh
pjang;pajang
bdampingan;berdampingan
uih;uh
serem";seram-seram
happi";hepi-hepi
bgtuu;begitu
mff;maaf
ktwa;ketawa
jjur;jujur
ngmg;mengomong
kepelesett;terpeleset
geeelaakk;gila
bolang;bocah petualang
lagihh;lagi
hedeuuhh;aduh
stress;stres
saltummmm;salah kostum
mboizzz;bois
kayaq;kayak
ema;emak
dirumahny;dirumahnya
yuh;tuh
rmbt;rambut
siapayahh;siapa ya
kostom;kostum
gnii;begini
atuu;satu
pipinyaaa;pipinya
bungkuuuuuuuuusss;bungkus
iiiihhhhhj;ih
emeessss;gemas
pipine;pipinya
glembeeeer;gelambir
lucunaaa;lucunya
cubanget;lucu banget
pengenn;pengin
unyuuk;unyu
dedek;adek
lucunyah;lucunya
keduaa;kedua
trsrh;terserah
seterong;setrong
teyuss;terus
dimasukin;dimasuki
jahatin;menjahati
tai;tahi
gtw;enggak tau
nyebutin;menyebutkan
rasaiin;rasai
gakusah;enggak usah
sabarrr;sabar
semangaatttt;semangat
bedainnya;membedakannya
keknya;kayaknya
krus;kurus
elaaaahhhh;alah
cogan;cowok ganteng
tap8;tapi
pandanginya;memandanginya
kenaliiin;kenalkan
yo;ya
suko;suka
sihhhh;sih
sebaik";sebaik-baik
ngebenci;membenci
bakar2in;bakar-bakari
padhe;pakde
yya;ya
dosa2mu;dosa-dosamu
maafin;memaafi
dalem2;dalam-dalam
bahas2;bahas-bahas
woles;selow
hianatin;khianati
halangin;halangi
iyuh;ih
iyuuuhhhh;ih
gabakal;enggak bakal
adapin;menghadapi
ngehakimi;menghakimi
ngejuangin;memperjuangkan
dipojokin;dipojokkan
bacotin;bacoti
berati;berarti
kebangetak;kebangetan
tangkep;tangkap
sadis2;sadis-sadis
maksir;menaksir
pndang;pandang
pmbelajaran;pembelajaran
ngejelek;menjelekkan
mmperbaiki;memperbaiki
kafeh;kafe
remang2;remang-remang
tinggl;tinggal
dirmh;dirumah
iyuuhhh;ih
dipuja2;dipuja-puja
ngrasain;merasai
ityl;itil
marah2;marah-marah
kelas'a;kelasnya
hadeeehhh;aduh
kecil";kecil-kecil
gtu"an;begitu-gituan
gmanapun;bagaimanapun
nenek2;nenek-nenek
taux;taunya
urat2nya;urat-uratnya
ngorbanin;mengorbankan
eksprsi;ekspresi
gitulah;begitulah
foto";foto-foto
mamas;mas
bawa";bawa-bawa
badingkan;membandingkan
ributin;meributkan
brantem;berantem
belain;membela
lipetan;lipatan
nenek";nenek-nenek
bneraan;benaran
kageeet;kaget
sangaaattt;sangat
rmbuut;rambut
nt;nanti
walik;balik
oma2;oma-oma
kellen;kalian
nyerocos;mencerocos
ibuk2;ibu-ibu
ngomenin;mengomentari
niyyyyhhhh;nih
sexi2;seksi-seksi
blik;balik
kenape;kenapa
ladenin;meladeni
skit;sakit
hat;hati
jilbabnye;jilbabnya
ledkin;meledeki
digabtikan;digantikan
ngumung;mengomong
ilang-in;hilangkan
prinadi;pribadi
luh;lu
yep;ya
helooooo;halo
palingann;palingan
berjinah;berzina
munaafikk;munafik
urusn;urusan
saudra;saudara
trganggu;terganggu
bhijab;berhijab
lepasin;melepas
waduhhh;waduh
ursan;urusan
sudab;sudah
dwsa;dewasa
rpt2;repot-repot
ngaji;mengaji
romantiz;romantis
murmer;murah meriah
pensaran;penasaran
yuukk;yuk
kitaaa;kita
perbulannn;perbulan
penyebab2;penyebab-penyebab
nyupir;menyopir
steess;stres
kwatir;kawatir
duetin;duet
mudaa;muda
silsturahmi;silaturahmi
dijkt;dijakarta
cums;cuma
undangan2;undangan-undangan
past;pasti
ayukk;yuk
ngucapin;mengucapkan
filmny;filmnya
nobar;menonton bareng
kemariin;kemarin
knpp;kenapa
lggi;lagi
gaprgi;enggak pergi
aaahh;ah
pa2;apa-apa
dtunggu;ditunggu
masa2;masa-masa
kepikir;terpikir
seruuu;seru
emeshh;gemas
astagaaaaaa;astaga
pacarn;pacaran
ktg;kita
pacaranya;pacarannya
mbaak;mbak
ngalah;mengalah
pacarane;pacarannya
rusakkk;rusak
yaaampunnn;ya ampun
tuwek;tua
mukae;mukanya
ultahe;ultahnya
kliatanya;kelihatannya
pcaranya;pacarannya
bermaksut;bermaksud
tampialannya;tampilannya
nikaah;nikah
anak";anak-anak
pankapan;kapan-kapan
ngumbar;mengumbar
dhpusin;dihapuskan
mnutup;menutup
bngatt;banget
lohhh;loh
ngeuh;engah
sneng;senang
mutusin;memutuskan
ngapus;menghapus
awl;awal
bngkit;bangkit
wahhh;wah
mutuain;memutuskan
smw;semua
geuliiiiiiis;geulis
euyyyyy;euy
uuh;uh
ngidam;mengidam
sampis;sampah habis
maapin;maaf
ngebala;bala
mampuussss;mampus
diihhhh;dih
hrusnya;harusnya
sabal;sabar
udahlah;sudahlah
kauuuu;kau
sabaro;sabar
eehhh;eh
iiii;ih
kreative;kreatif
bangrt;banget
azekkkk;asik
kuaaatt;kuat
bhet;banget
inggrisny;inggrisnya
dsna;disana
iyaap;iya
canyk;cantik
prodac;produk
nyesell;menyesal
ciyusss;serius
cyin;cinta
sexi;seksi
bundaaaa;bunda
bangget;banget
bettt;banget
cantiiillx;cantik
alaami;alami
sabaarrr;sabar
cantiiiikk;cantik
bangeeeeetttt;banget
cannntikk;cantik
thnan;tahunan
cuantik;cantik
segerr;segar
wouww;wow
cantiiikkk;cantik
pen;pengin
catokin;catok
ikut2an;ikut-ikutan
comment2nya;komentar-komentarnya
besar2an;besar-besaran
knsul;konsultasi
kontak2;kontak-kontak
kereeeeen;keren
bngeet;banget
gemesinnnnn;menggemaskan
ongkiir;ongkir
ajaibbbbb;ajaib
saayyyyy;say
lohhhh;loh
ganteung;ganteng
bhgia;bahagia
iiiiiiiiii;ih
lucuukk;lucu
keciil;kecil
yakinn;yakin
pentass;pentas
ngarep;mengharap
lucu2;lucu-lucu
testinya;testimoninya
mengirusi;mengurusi
khdpn;kehidupan
ngelawan;melawan
betuuuuulllllllllllllllll;betul
bisax;bisanya
klmbutan;kelembutan
seburuk2;seburuk-buruk
diingetin;diingatkan
ngeriiiiii;ngeri
akhlah;akhlak
elo2;lo-lo
mandiin;memandikan
nguburin;menguburkan
ngebedain;membedakan
urusanny;urusannya
tuhanny;tuhannya
brtngkar;bertengkar
pndapat;pendapat
looh;loh
mngkannya;mangkanya
nyia2in;menyia-nyiakan
brarti;berarti
mndpat;mendapat
kpuasan;kepuasan
sgampang;segampang
mlepaskan;melepaskan
trll;terlalu
sndr;sendiri
sellow;selow
sbbrnya;sebenarnya
kasar2;kasar-kasar
semangattt;semangat
testi;testimoni
bujukk;bujuk
d.apa;diapa
dsar;dasar
benetaran;benaran
bneran;benaran
si;sih
kraya;karya
brg;bareng
janjutin;lanjutkan
kepppoin;kepoi
recommendasi;rekomendasi
btulan;betulan
kha;kah
s;si
tutupin;menutupi
wik;wig
ithu;itu
botakin;botaki
botakkkk;botak
bnrn;benaran
week;wig
gawul;gaul
modes;modis
brayyy;bray
kcantikan;kecantikan
bronis;brondong manis
bkln;bakalan
kecantikanga;kecantikannya
hiii;hai
piiiilih;pilih
zama;zaman
nmnya;namanya
tapo;tapi
gkk;enggak
petinggi2;petinggi-petinggi
wota2;wota-wota
indefendet;independen
tempat2;tempat-tempat
yuuuukkk;yuk
dituutup;ditutup
ngayal;mengkhayal
smvk;sempak
knyataan;kenyataan
njrittt;anjir
selmt;selamat
taz;atas
klhran;kelahiran
kelahuran;kelahiran
pertamany;pertamanya
mamax;mamanya
ankx;anaknya
cantip;cantik
klahiran;kelahiran
slmat;selamat
mmbanggakan;membanggakan
ortuny;orang tuanya
selmat;selamat
bnda;bunda
prtamax;pertamanya
moqa;moga
brbakti;berbakti
gewlaaaaa;gila
basodaraa;bersaudara
hargs;harga
perhatiin;perhatikan
bantuim;bantu
adl;adalah
pelwak;pelawak
suces;sukses
garemin;garami
ngiringan;mengiringi
karir.a;karirnya
kemarn;kemarin
recomendasinya;rekomendasinya
promoo;promo
ongkirr;ongkir
mskasih;terima kasih
wowwwww;wow
seeeemua;semua
batesin;batasi
ngeidealin;mengidealkan
bhn;bahan
gasalah;enggak salah
brsma;bersama
le;boleh
ugha;juga
semuaaa;semua
heeee;hai
rame2;rame-rame
yam;ya
kartunin;kartun
abez;habis
baaaaaang;bang
ganteeeeng;ganteng
entahhh;entah
gimanaaaa;bagaimana
gantengnyaaaa;gantengnya
kpn2;kapan-kapan
pans;fan
kuliyh;kuliah
gantengkuuuuuu;gantengku
atassss;atas
orgny;orangnya
owalaah;walah
aslinyo;aslinya
alissnyaa;alisnya
masaaaa;masa
komuk;muka
kalahnye;kalahnya
iyaaaa;iya
fakultass;fakultas
smrg;semarang
unyu2;unyu-unyu
yyaaa;ya
insonniaaa;insomnia
adekx;adeknya
azaab;azab
gksi;enggak sih
greged;greget
alamiii;alami
ktemu;ketemu
ditayangin;ditayangkan
ms";masa-masa
meranin;memerankan
nontonny;menontonnya
rekomendasiiin;merekomendasikan
sista2;sista-sista
agan2;agan-agan
nanget;banget
himana;bagaimana
subhanaallahh;subhanallah
terharuuuu;terharu
kata";kata-kata
subhanallahhh;subhanallah
tlsn;tulisan
nagiss;menangis
aneut;banget
trrharu;terharu
subhnallah;subhanallah
allahh;allah
suamiii;suami
dcintai;dicintai
klrga;keluarga
liat'y;lihatnya
lggeng;langgeng
romantisny;romatisnya
pcar;pacar
kakanga;kakaknya
cpa;siapa
aelah;alah
orabg;orang
mukanyaa;mukanya
kakakny;kakaknya
woooyy;woy
ngelucu;melucu
mato;mata
kareno;karena
cino;cina
munafikk;munafik
meker;mikir
indoneaia;indonesia
jaadii;jadi
apo;apa
miara;memiara
jalanani;menjalani
dalil2;dalil-dalil
sunah2;sunah-sunah
benda2;benda-benda
bilang2;bilang-bilang
emangnya;memangnya
rumpiin;rumpi
hotak;botak
jawabanny;jawabannya
melihara;memelihara
oooh;oh
hidupx;hidupnya
ngefans;fan
uztad;ustad
anjingnyaa;anjingnya
pegang2;pegang-pegang
ilmh;ilmu
suka2;suka-suka
kelus;kali
hubngan;hubungan
koclak;kocak
bju;baju
cinggirnyaaaa;cinggirnya
yahhhh;ya
miripppp;mirip
sedikitlaahh;sedikitlah
miriplahhhhhh;miriplah
syediih;sedih
mirp;mirip
baju.a;bajunya
wiiiihhhhhhhhh;wih
gantheng;ganteng
synk;sayang
ngfans;fan
miriiippp;mirip
idungnya;hidungnya
wooow;wow
panglingg;pangling
artisnyaa;artisnya
dtggu;ditunggu
bgtttttttt;banget
buuun;bun
iyaappps;iya
sukse;sukses
nih2;nih-nih
kecptan;kecepatan
rmbutnya;rambutnya
giti;begitu
penganten;pengantin
wrn;warna
cantikkkkk;cantik
fans;fan
loksyut;lokasi syuting
k';kak
kuu;ku
ceklist;ceklis
trkrim;terkirim
kelaluan;kelakuan
guanteng;ganteng
cucok;cocok
gueee;gue
semangatt;semangat
tante2;tante-tante
kepoh;kepo
jalanin;menjalani
repong;repot
ngrusin;mengurusi
dnk;dong
senyumna;senyumnya
ngejelek2in;menjelek-jelekkan
hotx;hotnya
cwnya;ceweknya
mbaaahhh;mbah
pasangn;pasangan
sttus;status
aama;sama
hadeuuhhhh;aduh
lebar2;lebar-lebar
sstu;sesuatu
serasiii;serasi
cocokx;cocoknya
emakx;emaknya
iniiiiiiiiiiiiiii;ini
cocookk;cocok
kll;kalo
arghhh;ah
ungkapin;ungkapkan
merrid;merit
cocokkkkk;cocok
yaolohh;ya allah
aee;saja
naggung;menanggung
battt;banget
tah;teh
luthuna;lucunya
astagaaa;astaga
suaraynyaa;suaranya
duanyaa;duanya
anjayyyy;anjay
coeggg;coeg
uaaasssiiiik;asik
nyubit;mencubit
dede;adek
gemez;gemas
tium;cium
gemeeezzzz;gemas
ppa;papa
papahhhnya;papahnya
duuuhh;duh
ginting;ganteng
bingiiittzz;banget
iiihh;ih
dedeknya;adeknya
geneeee;begini
yooow;ya
gemezz;gemas
gayax;gayanya
infpyunnnn;ampun
paraaah;parah
papiii;papi
kamunyaa;kamunya
ngambek;mengambek
haduuuh;aduh
kapaan;kapan
nginjek;menginjak
putihnyaa;putihnya
omaaaaaaakk;oma
loncattt;loncat
didatengin;didatangi
abg;abang
kmariiin;kemarin
ayoklaa;ayolah
jelasssss;jelas
kaliiin;kalian
ujunggg;ujung
kaakaaaa;kakak
srruu;seru
kannn;kan
jmpaaaa;jumpa
yukkk;yuk
haii;hai
syukaaakkk;suka
dengeeriin;dengarkan
yakaliiiii;yakali
atuhh;atuh
ngertii;mengerti
akuh;aku
mesrany;mesranya
jendes;janda
ngggk;enggak
coccokk;cocok
jendesss;janda
klepek2;klepek-klepek
bngtttt;banget
ponakn;ponakan
tantee;tante
gadiss;gadis
jnda;janda
bngy;banget
bujngn;bujangan
ngp;mengapa
padetan;padatan
bawa2;bawa-bawa
pcaran;pacaran
prcuma;percuma
langgengggg;langgeng
sekaliiiii;sekali
hayal;khayal
bedua;berdua
bapeerr;bawa perasaan
keinget;teringat
merekak;mereka
kreeenn;keren
abisss;habis
kocaaaakkk;kocak
abiiiss;habis
personill;personil
ampuuun;ampun
iiihhhh;ih
flim.a;filmnya
trusan.a;terusannya
tdung;tudung
gangguin;mengganggu
lgkah2;langkah-langkah
cntiiikkk;cantik
tegaar;tegar
sktlrang;sekarang
kangeeeennnnn;kangen
sjk;sejak
nangiis;menangis
nyaaaaaaaaa;nya
bundaa;bunda
duuhhhhh;duh
malsudnya;maksudnya
lluuccuu;lucu
siappa;siapa
martabakk;martabak
skali2;sekali-kali
kueren2;keren-keren
abgnya;abangnya
warkop;warung kopi
hayuu;hayo
ilang2an;hilang-hilangan
ayooook;ayo
astagaaaaaaaa;astaga
inihhh;ini
oom;om
mansetan;bermanset
cadasss;cadas
kereeeeennn;keren
temen";teman-teman
telefisi;televisi
nikmatin;menikmati
mbahh;mbah
giitu;begitu
mtanya;matanya
cpit;sipit
dee;dek
sumvahh;sumpah
tamvann;tampan
yap;ya
guaaaaaaa;gua
capa;sapa
ngakakkk;mengakak
liaat;lihat
gantweng;ganteng
anjjjjjjjj;anjing
gakwad;enggak kuat
seru2;seru-seru
iniii;ini
favoriteeee;favorit
dinyanyiin;dinyanyikan
seruu;seru
nyengir;menyengir
temennya;temannya
klk;kelak
brjdh;berjodoh
akhrt;akhirat
kangennnnn;kangen
kanggen;kangen
kangennnnnnn;kangen
ysh;ya
sypa;siapa
nangisss;menangis
brjodoh;berjodoh
kaliann;kalian
barengg;bareng
mendj;menjadi
allahhhh;allah
merindinggg;merinding
amiennnn;amien
lhir;lahir
menjdi;menjadi
debay;adek bayi
bangeer;banget
lafazd;lafaz
dimana";dimana-mana
sokk;sok
ngambekan;ambekan
sma2;sama-sama
ngom;mengomong
toloollll;tolol
bodhooo;bodoh
peliharaaaa;pelihara
makanyaa;makanya
ati";hati-hati
bodhoo;bodoh
siihhh;sih
andaaa;anda
buktinyaaa;buktinya
smuaaa;semua
ngambeknya;mengambeknya
kebongkar;terbongkar
kasiian;kasihan
diladenin;diladeni
ngtif;negatif
comntr;komentar
kaliannn;kalian
brdiri;berdiri
mulutny;mulutnya
trserh;terserah
waduuuuh;waduh
ngedukung;mendukung
dihpus;dihapus
mrekaa;mereka
cakeeeeppp;cakep
brg";bareng-bareng
anjaaaayyyyyy;anjay
ngetsz;banget
utkmu;untukmu
merekaa;mereka
dieee;dia
hijap;hijab
ternodain;ternodai
ngeri2;ngeri-ngeri
kt2;kata-kata
slhkan;salahkan
jilbabny;jilbabnya
perilakuny;perilakunya
ketaatanny;ketaatannya
kepda;kepada
sblmny;sebelumnya
bljr;belajar
pedulilaaaah;pedulilah
ingetin;mengingatkan
terjrumus;terjerumus
igtlah;ingatlah
dtgkan;datangkan
benahin;membenahi
ohhhh;oh
yapp;ya
buka2an;buka-bukaan
ngembali;kembali
semngat;semangat
lekong;laki
ngimpi;mimpi
owh;oh
ngerampas;merampas
ngehancurin;menghancurkan
ngungkit2;mengungkit-ungkit
caranga;caranya
dipikirin;dipikirkan
nunduk;menunduk
tembemmm;tembem
lucuuuuuuuuuu;lucu
bundaaa;bunda
nyubitt;mencubit
supeer;super
inni;ini
appa;apa
hayooo;hayo
adyem;adem
mitnah;memfitnah
cantiknyaaaaa;cantiknya
tmbm;tembam
cantix;cantik
kriput;keriput
jelex;jelek
drmn;darimana
laku";laku-laku
orang"nya;orang-orangnya
kacian;kasihan
cape;capek
mancing2;memancing-mancing
eeeeh;eh
kpancing;terpancing
cri;cari
sbenernya;sebenarnya
mikirinnn;memikirkan
diam";diam-diam
mengalahkn;mengalahkan
nyindirin;menyindir
nee;ini
klakuan;kelakuan
mksdx;maksudnya
shabat;sahabat
brbuat;berbuat
mmberi;memberi
nm;nama
sbhabat;sahabat
pnjerumus;penjerumus
tman;teman
shbat;sahabat
melakukn;melakukan
seorg;seorang
berkluarga;berkeluarga
siapa2;siapa-siapa
laki";laki-laki
mengait2kan;mengait-ngaitkan
nyir2;nyinyir
gosipin;menggosipkan
bntar;bentar
duuuhhh;duh
nmbk;menembak
gakkk;enggak
abiiiiisssss;habis
tikung2;tikung-tikung
cwok;cowok
bangedd;banget
wuastagah;astaga
bedaaa;beda
jaoooh;jauh
mateeeeeeeeeeee;mati
parsis;persis
sumpeh;sumpah
iyh;iya
kmana;kemana
cantiqs;cantik
kecik;kecil
brasa;berasa
trlihat;terlihat
mmberikan;memberikan
khidupan;kehidupan
srpti;seperti
dinamakn;dinamakan
paati;pasti
kutuu;kutu
setelur2nya;setelur-telurnya
khadiran;kehadiran
kel;keluarga
srta;serta
kberkahn;keberkahan
kbahagiaan;kebahagiaan
tntram;tentram
brsama;bersama
hngga;hingga
brpndapat;berpendapat
trutama;terutama
hiraukn;hiraukan
diamkn;diamkan
brsyukur;bersyukur
mmberikn;memberikan
rasakn;rasakan
kesalahanny;kesalahannya
kekuranganny;kekurangannya
seandainy;seandainya
perasaanny;perasaannya
diindonesis;diindonesia
liyatnya;lihatnya
kayahhh;kaya
ala2;ala-ala
yook;yuk
yoookkkk;yuk
siihh;sih
elus2;elus-elus
asliiiii;asli
aduuhhhh;aduh
kejahatn;kejahatan
slam;salam
ngelewati;melewati
ngerendahin;merendahkan
apaalahh;apalah
menyebut2;menyebut-nyebut
kiya;kita
miriiiiip;mirip
dirimuuu;dirimu
yoiiu;yoi
semuanyaaaa;semuanya
suka.a;sukanya
jdii;jadi
brangnya;barangnya
nimpuk;menimpuk
coyyy;coy
suaranyaa;suaranya
jnagn;jangan
kcwa;kecewa
jaman2;jaman-jaman
dket2in;dekat-dekati
britanya;beritanya
jamam;jaman
paraa;para
seharusny;seharusnya
dasaar;dasar
mulutnyaaa;mulutnya
blkng;belakang
kcewa;kecewa
mnusuk;menusuk
blkang;belakang
nembak;menembak
trmanis;termanis
krng;kurang
kaciiaann;kasihan
nyela;mencela
ngejilat;menjilat
hallooo;halo
deketin;dekati
tayik;tahi
halooo;halo
ustzah;ustazah
halow;halo
poooolllll;pol
tahannn;tahan
ngarsipin;mengarsipkan
gituuuuu;begitu
kyy;kaya
kngn;kangen
nyesek;menyesak
rinduuuuuuu;rindu
b2;berdua
kangeeeennn;kangen
mg;moga
aamiiiiinnn;amin
gemezzzz;gemas
kangennnnnn;kangen
prh;parah
bakattt;bakat
napsuu;napsu
luccu;lucu
lahirr;lahir
setujuuuu;setuju
ceemen;cemen
sembunyi"";sembunyi-sembunyi
skrnh;sekarang
cerdiik;cerdik
jeniuss;jenius
kurangin;kurangi
s'lalu;selalu
mauuuuuu;mau
mintk;minta
nyolong;mencolong
pnjng;panjang
slaluuuuu;selalu
kanggggg;kang
rezeqinya;rezekinya
pintr;pintar
kura2;kura-kura
edaaann;edan
nempel;menempel
hatiiii;hati
sukkaa;suka
luuuucuuu;lucu
caantiiik;cantik
luucuuu;lucu
putihh;putih
terus"an;terus-terusan
siiih;sih
pollll;pol
peduliin;mempedulikan
komntr;komentar
smngat;semangat
dosax;dosanya
pahalax;pahalanya
akhirt;akhirat
tinggalkn;tinggalkan
mk;maka
trhtung;terhitung
naaaa;nya
ademmm;adem
cerdass;cerdas
tambahh;tambah
didengerin;didengarkan
mantapppppp;mantap
dulurrr;dulur
brusaha;berusaha
amin2;amin-amin
positippp;positif
jauuhhh;jauh
brhjb;berhijab
mdh2n;mudah-mudahan
slmnya;salamnya
jlbb;jilbab
dempga;semoga
selmnya;selamanya
tth;teteh
otot2;otot-otot
lengkeeett;lengket
caaannnttiikkk;cantik
ademm;adem
apalagiii;apalagi
passs;pas
beginii;begini
satuu;satu
cuantek;cantik
akuuuur;akur
iniehh;ini
sayangx;sayangnya
jodohx;jodohnya
kaliaan;kalian
haslnya;hasilnya
kencng;kencang
pmbantu;pembantu
kmbl;kembali
cuchook;cocok
kloop;klop
sempurnaa;sempurna
klihatan;kelihatan
cintax;cintanya
pnuh;penuh
ngrti;mengerti
segala"ny;segala-galanya
mantanny;mantannya
jodohny;jodohnya
cantk;cantik
ituuu;itu
kaasian;kasihan
ank";anak-anak
pkrin;pikirkan
anakx;anaknya
sia2kan;sia-siakan
naaahhh;nah
beluumm;belum
sayangggq;sayangku
kreean;keren
ciiieee;cie
cieee;cie
cieeee;cie
berenanh;berenang
pacarr;pacar
bingitss;banget
besokkk;besok
annnnjjjjjjrrrr;anjir
ngeliatin;melihati
ngumbar2;mengumbar-umbar
romantiss;romantis
cocook;cocok
lucuuuuuuuu;lucu
kaaaaaann;kan
nyaaaaaaa;nya
yaang;yang
bangedt;banget
lutunaaa;lucunya
bikinnn;bikin
keee;ke
bungkuuussss;bungkus
lucux;lucunya
buanyaaak;banyak
aaamiiinnn;amin
aaamiiin;amin
abgnyaah;abangnya
mungkiin;mungkin
akuhh;aku
hiduupppp;hidup
tebel;tebal
nganggepin;menanggapi
mentang";mentang-mentang
perjabatt;pejabat
makany;makanya
benneeeeeerr;benar
krjaan;pekerjaan
kdng;kadang
knan;kanan
anak'y;anaknya
trknal;terkenal
gtu";begitu-gitu
aamiiiinnnnn;amin
pengennnn;pengin
guw;gue
siiiiiiippppppppp;sip
selaloe;selalu
beruntungnyaaaa;beruntungnya
soal'y;soalnya
prhatian;perhatian
hebaat;hebat
gueeeee;gue
liatt;lihat
gehh;gih
